class,elements,total_time,threads,write_level
SynchronizedMap,200,1801721,10,1
SynchronizedRandomAccessList,200,6770500522,1,1
SynchronizedRandomAccessList,200,1407800711,4,1
SynchronizedRandomAccessList,200,2437729395,7,1
SynchronizedRandomAccessList,200,3515387533,10,1
CopyOnWriteArrayList,200,2059118676,1,1
CopyOnWriteArrayList,200,8746634411,4,1
CopyOnWriteArrayList,200,15115868246,7,1
CopyOnWriteArrayList,200,21871926381,10,1
ConcurrentHashMap,250,5640888,1,1
ConcurrentHashMap,250,1216800,4,1
ConcurrentHashMap,250,1853813,7,1
ConcurrentHashMap,250,3664692,10,1
SynchronizedMap,250,246302,1,1
SynchronizedMap,250,1016745,4,1
SynchronizedMap,250,3266216,7,1
SynchronizedMap,250,2523730,10,1
SynchronizedRandomAccessList,250,414871118,1,1
SynchronizedRandomAccessList,250,1714951032,4,1
SynchronizedRandomAccessList,250,3093405373,7,1
SynchronizedRandomAccessList,250,4404717251,10,1
CopyOnWriteArrayList,250,2679422650,1,1
CopyOnWriteArrayList,250,10877792877,4,1
CopyOnWriteArrayList,250,18977985028,7,1
CopyOnWriteArrayList,250,27238733309,10,1
ConcurrentHashMap,300,9427742,1,1
ConcurrentHashMap,300,2196689,4,1
ConcurrentHashMap,300,1763926,7,1
ConcurrentHashMap,300,3805984,10,1
SynchronizedMap,300,289705,1,1
SynchronizedMap,300,1300883,4,1
SynchronizedMap,300,1484773,7,1
SynchronizedMap,300,2344432,10,1
SynchronizedRandomAccessList,300,535871249,1,1
SynchronizedRandomAccessList,300,2031000866,4,1
SynchronizedRandomAccessList,300,3600737416,7,1
SynchronizedRandomAccessList,300,5175234642,10,1
CopyOnWriteArrayList,300,3238698901,1,1
CopyOnWriteArrayList,300,13181008896,4,1
CopyOnWriteArrayList,300,22846377595,7,1
CopyOnWriteArrayList,300,32465690448,10,1
ConcurrentHashMap,350,7020962,1,1
ConcurrentHashMap,350,1763288,4,1
ConcurrentHashMap,350,12414929,7,1
ConcurrentHashMap,350,2932013,10,1
SynchronizedMap,350,352852,1,1
SynchronizedMap,350,1178616,4,1
SynchronizedMap,350,1929975,7,1
SynchronizedMap,350,2783025,10,1
SynchronizedRandomAccessList,350,644157090,1,1
SynchronizedRandomAccessList,350,2415220833,4,1
SynchronizedRandomAccessList,350,4329776532,7,1
SynchronizedRandomAccessList,350,6186051201,10,1
CopyOnWriteArrayList,350,3827135112,1,1
CopyOnWriteArrayList,350,15435433105,4,1
CopyOnWriteArrayList,350,26668533225,7,1
CopyOnWriteArrayList,350,38359113855,10,1
ConcurrentHashMap,400,13380891,1,1
ConcurrentHashMap,400,1552464,4,1
ConcurrentHashMap,400,5451521,7,1
ConcurrentHashMap,400,6893782,10,1
SynchronizedMap,400,364493,1,1
SynchronizedMap,400,1231350,4,1
SynchronizedMap,400,3705316,7,1
SynchronizedMap,400,4460517,10,1
SynchronizedRandomAccessList,400,13734404769,1,1
SynchronizedRandomAccessList,400,2782240328,4,1
SynchronizedRandomAccessList,400,5018512897,7,1
SynchronizedRandomAccessList,400,7220738895,10,1
CopyOnWriteArrayList,400,4231098523,1,1
CopyOnWriteArrayList,400,17707889788,4,1
CopyOnWriteArrayList,400,30259893928,7,1
CopyOnWriteArrayList,400,43358154593,10,1
ConcurrentHashMap,450,559984,1,1
ConcurrentHashMap,450,1759593,4,1
ConcurrentHashMap,450,2795615,7,1
ConcurrentHashMap,450,3992152,10,1
SynchronizedMap,450,474527,1,1
SynchronizedMap,450,1689049,4,1
SynchronizedMap,450,2777682,7,1
SynchronizedMap,450,8516166,10,1
SynchronizedRandomAccessList,450,808688873,1,1
SynchronizedRandomAccessList,450,3078334361,4,1
SynchronizedRandomAccessList,450,5642986056,7,1
SynchronizedRandomAccessList,450,8119894919,10,1
CopyOnWriteArrayList,450,4942613069,1,1
CopyOnWriteArrayList,450,19731625959,4,1
CopyOnWriteArrayList,450,34163748818,7,1
CopyOnWriteArrayList,450,48910493350,10,1
ConcurrentHashMap,500,633845,1,1
ConcurrentHashMap,500,1968020,4,1
ConcurrentHashMap,500,3121216,7,1
ConcurrentHashMap,500,4260626,10,1
SynchronizedMap,500,458000,1,1
SynchronizedMap,500,1685840,4,1
SynchronizedMap,500,2964698,7,1
SynchronizedMap,500,4021396,10,1
SynchronizedRandomAccessList,500,17255539465,1,1
SynchronizedRandomAccessList,500,3545028764,4,1
SynchronizedRandomAccessList,500,6296617153,7,1
SynchronizedRandomAccessList,500,9131894324,10,1
CopyOnWriteArrayList,500,5295834574,1,1
CopyOnWriteArrayList,500,22127751201,4,1
CopyOnWriteArrayList,500,38757129565,7,1
CopyOnWriteArrayList,500,54379302897,10,1
ConcurrentHashMap,50,265201,1,2
ConcurrentHashMap,50,416588,4,2
ConcurrentHashMap,50,608487,7,2
ConcurrentHashMap,50,692153,10,2
SynchronizedMap,50,93781,1,2
SynchronizedMap,50,257765,4,2
SynchronizedMap,50,531432,7,2
SynchronizedMap,50,613003,10,2
SynchronizedRandomAccessList,50,3447917577,1,2
SynchronizedRandomAccessList,50,689950580,4,2
SynchronizedRandomAccessList,50,1129095502,7,2
SynchronizedRandomAccessList,50,1621879024,10,2
CopyOnWriteArrayList,50,855466059,1,2
CopyOnWriteArrayList,50,4394841321,4,2
CopyOnWriteArrayList,50,7690938912,7,2
CopyOnWriteArrayList,50,10969087939,10,2
ConcurrentHashMap,100,312111,1,2
ConcurrentHashMap,100,710946,4,2
ConcurrentHashMap,100,1068390,7,2
ConcurrentHashMap,100,1419281,10,2
SynchronizedMap,100,158280,1,2
SynchronizedMap,100,555134,4,2
SynchronizedMap,100,927387,7,2
SynchronizedMap,100,1357186,10,2
SynchronizedRandomAccessList,100,6988727686,1,2
SynchronizedRandomAccessList,100,1455265312,4,2
SynchronizedRandomAccessList,100,2558880426,7,2
SynchronizedRandomAccessList,100,3637989208,10,2
CopyOnWriteArrayList,100,2066078172,1,2
CopyOnWriteArrayList,100,8763269755,4,2
CopyOnWriteArrayList,100,15343907830,7,2
CopyOnWriteArrayList,100,21856447879,10,2
ConcurrentHashMap,150,342475,1,2
ConcurrentHashMap,150,858008,4,2
ConcurrentHashMap,150,1266715,7,2
ConcurrentHashMap,150,1770281,10,2
SynchronizedMap,150,193597,1,2
SynchronizedMap,150,703392,4,2
SynchronizedMap,150,1168706,7,2
SynchronizedMap,150,1664192,10,2
SynchronizedRandomAccessList,150,532979057,1,2
SynchronizedRandomAccessList,150,2207823512,4,2
SynchronizedRandomAccessList,150,3831575934,7,2
SynchronizedRandomAccessList,150,5514248425,10,2
CopyOnWriteArrayList,150,3301748441,1,2
CopyOnWriteArrayList,150,13191935514,4,2
CopyOnWriteArrayList,150,22925697349,7,2
CopyOnWriteArrayList,150,32792554104,10,2
ConcurrentHashMap,200,14998729,1,2
ConcurrentHashMap,200,1135453,4,2
ConcurrentHashMap,200,1602330,7,2
ConcurrentHashMap,200,1970764,10,2
SynchronizedMap,200,252846,1,2
SynchronizedMap,200,1075638,4,2
SynchronizedMap,200,1445270,7,2
SynchronizedMap,200,1861508,10,2
SynchronizedRandomAccessList,200,658560909,1,2
SynchronizedRandomAccessList,200,2894413884,4,2
SynchronizedRandomAccessList,200,5013908830,7,2
SynchronizedRandomAccessList,200,7208641145,10,2
CopyOnWriteArrayList,200,4370857782,1,2
CopyOnWriteArrayList,200,17807520069,4,2
CopyOnWriteArrayList,200,30834351945,7,2
CopyOnWriteArrayList,200,43941456577,10,2
ConcurrentHashMap,250,8342467,1,2
ConcurrentHashMap,250,4689152,4,2
ConcurrentHashMap,250,1993003,7,2
ConcurrentHashMap,250,4076560,10,2
SynchronizedMap,250,680028,1,2
SynchronizedMap,250,1708928,4,2
SynchronizedMap,250,3267923,7,2
SynchronizedMap,250,3710289,10,2
SynchronizedRandomAccessList,250,17363645467,1,2
SynchronizedRandomAccessList,250,3530595489,4,2
SynchronizedRandomAccessList,250,6435906573,7,2
SynchronizedRandomAccessList,250,9286859796,10,2
CopyOnWriteArrayList,250,5397134651,1,2
CopyOnWriteArrayList,250,22143156522,4,2
CopyOnWriteArrayList,250,38404436084,7,2
CopyOnWriteArrayList,250,55225457470,10,2
ConcurrentHashMap,300,441653,1,2
ConcurrentHashMap,300,2764815,4,2
ConcurrentHashMap,300,2671192,7,2
ConcurrentHashMap,300,3749278,10,2
SynchronizedMap,300,301892,1,2
SynchronizedMap,300,999409,4,2
SynchronizedMap,300,1737489,7,2
SynchronizedMap,300,7952341,10,2
SynchronizedRandomAccessList,300,20945871277,1,2
SynchronizedRandomAccessList,300,4136693780,4,2
SynchronizedRandomAccessList,300,7232305298,7,2
SynchronizedRandomAccessList,300,10322922045,10,2
CopyOnWriteArrayList,300,6450948114,1,2
CopyOnWriteArrayList,300,26795323523,4,2
CopyOnWriteArrayList,300,46440541357,7,2
CopyOnWriteArrayList,300,66423858471,10,2
ConcurrentHashMap,350,6408458,1,2
ConcurrentHashMap,350,1572497,4,2
ConcurrentHashMap,350,2422618,7,2
ConcurrentHashMap,350,2876979,10,2
SynchronizedMap,350,410946,1,2
SynchronizedMap,350,1574204,4,2
SynchronizedMap,350,2305242,7,2
SynchronizedMap,350,4170722,10,2
SynchronizedRandomAccessList,350,24608213409,1,2
SynchronizedRandomAccessList,350,5037666286,4,2
SynchronizedRandomAccessList,350,8981738860,7,2
SynchronizedRandomAccessList,350,13202653397,10,2
CopyOnWriteArrayList,350,7737588719,1,2
CopyOnWriteArrayList,350,31103949115,4,2
CopyOnWriteArrayList,350,54153172095,7,2
CopyOnWriteArrayList,350,78035847212,10,2
ConcurrentHashMap,400,8490657,1,2
ConcurrentHashMap,400,5924078,4,2
ConcurrentHashMap,400,5698451,7,2
ConcurrentHashMap,400,3844858,10,2
SynchronizedMap,400,466585,1,2
SynchronizedMap,400,4548151,4,2
SynchronizedMap,400,2974102,7,2
SynchronizedMap,400,4773037,10,2
SynchronizedRandomAccessList,400,1357301142,1,2
SynchronizedRandomAccessList,400,5803067515,4,2
SynchronizedRandomAccessList,400,10250929636,7,2
SynchronizedRandomAccessList,400,15235577055,10,2
CopyOnWriteArrayList,400,8995114571,1,2
CopyOnWriteArrayList,400,36051906182,4,2
CopyOnWriteArrayList,400,63223881116,7,2
CopyOnWriteArrayList,400,90525863186,10,2
ConcurrentHashMap,450,579662,1,2
ConcurrentHashMap,450,1764127,4,2
ConcurrentHashMap,450,2823786,7,2
ConcurrentHashMap,450,4012005,10,2
SynchronizedMap,450,464565,1,2
SynchronizedMap,450,1695065,4,2
SynchronizedMap,450,2681321,7,2
SynchronizedMap,450,10177914,10,2
SynchronizedRandomAccessList,450,1517961480,1,2
SynchronizedRandomAccessList,450,6558404741,4,2
SynchronizedRandomAccessList,450,11929982933,7,2
SynchronizedRandomAccessList,450,17670189604,10,2
CopyOnWriteArrayList,450,10468196544,1,2
CopyOnWriteArrayList,450,41494942715,4,2
CopyOnWriteArrayList,450,71706603723,7,2
CopyOnWriteArrayList,450,102773170094,10,2
ConcurrentHashMap,500,569381,1,2
ConcurrentHashMap,500,4884102,4,2
ConcurrentHashMap,500,2835259,7,2
ConcurrentHashMap,500,11135787,10,2
SynchronizedMap,500,498479,1,2
SynchronizedMap,500,1826586,4,2
SynchronizedMap,500,2818057,7,2
SynchronizedMap,500,3619038,10,2
SynchronizedRandomAccessList,500,35853669902,1,2
SynchronizedRandomAccessList,500,7252528925,4,2
SynchronizedRandomAccessList,500,12830133900,7,2
SynchronizedRandomAccessList,500,18788237731,10,2
CopyOnWriteArrayList,500,11402745314,1,2
CopyOnWriteArrayList,500,45987249399,4,2
CopyOnWriteArrayList,500,80487589546,7,2
CopyOnWriteArrayList,500,114984080627,10,2
ConcurrentHashMap,50,250175,1,3
ConcurrentHashMap,50,551724,4,3
ConcurrentHashMap,50,789496,7,3
ConcurrentHashMap,50,27453195,10,3
SynchronizedMap,50,473646,1,3
SynchronizedMap,50,494645,4,3
SynchronizedMap,50,511790,7,3
SynchronizedMap,50,797120,10,3
SynchronizedRandomAccessList,50,5408993838,1,3
SynchronizedRandomAccessList,50,1191242423,4,3
SynchronizedRandomAccessList,50,2042065897,7,3
SynchronizedRandomAccessList,50,2967321723,10,3
CopyOnWriteArrayList,50,1511578123,1,3
CopyOnWriteArrayList,50,6859457952,4,3
CopyOnWriteArrayList,50,12050039548,7,3
CopyOnWriteArrayList,50,17755683902,10,3
ConcurrentHashMap,100,5837844,1,3
ConcurrentHashMap,100,3802856,4,3
ConcurrentHashMap,100,645694,7,3
ConcurrentHashMap,100,1334167,10,3
SynchronizedMap,100,484629,1,3
SynchronizedMap,100,528259,4,3
SynchronizedMap,100,877147,7,3
SynchronizedMap,100,1466496,10,3
SynchronizedRandomAccessList,100,10849700940,1,3
SynchronizedRandomAccessList,100,2322048111,4,3
SynchronizedRandomAccessList,100,4135326287,7,3
SynchronizedRandomAccessList,100,5929518681,10,3
CopyOnWriteArrayList,100,3233680777,1,3
CopyOnWriteArrayList,100,13787182382,4,3
CopyOnWriteArrayList,100,24113294908,7,3
CopyOnWriteArrayList,100,34634506611,10,3
ConcurrentHashMap,150,789757,1,3
ConcurrentHashMap,150,917169,4,3
ConcurrentHashMap,150,19515203,7,3
ConcurrentHashMap,150,2047740,10,3
SynchronizedMap,150,215956,1,3
SynchronizedMap,150,3592931,4,3
SynchronizedMap,150,1143082,7,3
SynchronizedMap,150,2034745,10,3
SynchronizedRandomAccessList,150,16178869197,1,3
SynchronizedRandomAccessList,150,3216725176,4,3
SynchronizedRandomAccessList,150,5558822754,7,3
SynchronizedRandomAccessList,150,7915026295,10,3
CopyOnWriteArrayList,150,5138385382,1,3
CopyOnWriteArrayList,150,20898480654,4,3
CopyOnWriteArrayList,150,36469393045,7,3
CopyOnWriteArrayList,150,52072426397,10,3
ConcurrentHashMap,200,353810,1,3
ConcurrentHashMap,200,900799,4,3
ConcurrentHashMap,200,1438648,7,3
ConcurrentHashMap,200,12301471,10,3
SynchronizedMap,200,243489,1,3
SynchronizedMap,200,841070,4,3
SynchronizedMap,200,1430611,7,3
SynchronizedMap,200,1867431,10,3
SynchronizedRandomAccessList,200,21663606806,1,3
SynchronizedRandomAccessList,200,4622594458,4,3
SynchronizedRandomAccessList,200,8194196562,7,3
SynchronizedRandomAccessList,200,12052023550,10,3
CopyOnWriteArrayList,200,6913299144,1,3
CopyOnWriteArrayList,200,27813236153,4,3
CopyOnWriteArrayList,200,48384751846,7,3
CopyOnWriteArrayList,200,69123400046,10,3
ConcurrentHashMap,250,355794,1,3
ConcurrentHashMap,250,984608,4,3
ConcurrentHashMap,250,1603359,7,3
ConcurrentHashMap,250,2290328,10,3
SynchronizedMap,250,253550,1,3
SynchronizedMap,250,970210,4,3
SynchronizedMap,250,1670874,7,3
SynchronizedMap,250,2205327,10,3
SynchronizedRandomAccessList,250,1330278631,1,3
SynchronizedRandomAccessList,250,5791402325,4,3
SynchronizedRandomAccessList,250,10425017627,7,3
SynchronizedRandomAccessList,250,14928423925,10,3
CopyOnWriteArrayList,250,8618657309,1,3
CopyOnWriteArrayList,250,34558341528,4,3
CopyOnWriteArrayList,250,60595889453,7,3
CopyOnWriteArrayList,250,87083898129,10,3
ConcurrentHashMap,300,4632153,1,3
ConcurrentHashMap,300,1476374,4,3
ConcurrentHashMap,300,2413218,7,3
ConcurrentHashMap,300,2921341,10,3
SynchronizedMap,300,309888,1,3
SynchronizedMap,300,1362242,4,3
SynchronizedMap,300,1931334,7,3
SynchronizedMap,300,5503692,10,3
SynchronizedRandomAccessList,300,33179228954,1,3
SynchronizedRandomAccessList,300,7069033065,4,3
SynchronizedRandomAccessList,300,12761820814,7,3
SynchronizedRandomAccessList,300,18345882308,10,3
CopyOnWriteArrayList,300,10237518046,1,3
CopyOnWriteArrayList,300,41600663514,4,3
CopyOnWriteArrayList,300,72796046284,7,3
CopyOnWriteArrayList,300,105542861639,10,3
ConcurrentHashMap,350,12608141,1,3
ConcurrentHashMap,350,1643911,4,3
ConcurrentHashMap,350,2453732,7,3
ConcurrentHashMap,350,2678340,10,3
SynchronizedMap,350,440211,1,3
SynchronizedMap,350,1429906,4,3
SynchronizedMap,350,2415851,7,3
SynchronizedMap,350,3115067,10,3
SynchronizedRandomAccessList,350,38489311373,1,3
SynchronizedRandomAccessList,350,8243763778,4,3
SynchronizedRandomAccessList,350,15975259088,7,3
SynchronizedRandomAccessList,350,21763918232,10,3
CopyOnWriteArrayList,350,12164844368,1,3
CopyOnWriteArrayList,350,48902973422,4,3
CopyOnWriteArrayList,350,85882595732,7,3
CopyOnWriteArrayList,350,122302085969,10,3
ConcurrentHashMap,400,12317656,1,3
ConcurrentHashMap,400,4005361,4,3
ConcurrentHashMap,400,4683092,7,3
ConcurrentHashMap,400,8656006,10,3
SynchronizedMap,400,542276,1,3
SynchronizedMap,400,2422108,4,3
SynchronizedMap,400,2467591,7,3
SynchronizedMap,400,4997450,10,3
SynchronizedRandomAccessList,400,2195949014,1,3
SynchronizedRandomAccessList,400,9152304234,4,3
SynchronizedRandomAccessList,400,16368676533,7,3
SynchronizedRandomAccessList,400,23716734200,10,3
CopyOnWriteArrayList,400,14208954827,1,3
CopyOnWriteArrayList,400,56352093412,4,3
CopyOnWriteArrayList,400,98673292446,7,3
CopyOnWriteArrayList,400,141333602903,10,3
ConcurrentHashMap,450,592853,1,3
ConcurrentHashMap,450,1823217,4,3
ConcurrentHashMap,450,2867756,7,3
ConcurrentHashMap,450,3924507,10,3
SynchronizedMap,450,5525211,1,3
SynchronizedMap,450,3828025,4,3
SynchronizedMap,450,3290855,7,3
SynchronizedMap,450,4190362,10,3
SynchronizedRandomAccessList,450,2796483351,1,3
SynchronizedRandomAccessList,450,10402542095,4,3
SynchronizedRandomAccessList,450,18491600620,7,3
SynchronizedRandomAccessList,450,27051887467,10,3
CopyOnWriteArrayList,450,16035097262,1,3
CopyOnWriteArrayList,450,64363916264,4,3
CopyOnWriteArrayList,450,111639883265,7,3
CopyOnWriteArrayList,450,160286002433,10,3
ConcurrentHashMap,500,11639433,1,3
ConcurrentHashMap,500,4643272,4,3
ConcurrentHashMap,500,6416328,7,3
ConcurrentHashMap,500,2190437,10,3
SynchronizedMap,500,418857,1,3
SynchronizedMap,500,2199011,4,3
SynchronizedMap,500,3257652,7,3
SynchronizedMap,500,4350204,10,3
SynchronizedRandomAccessList,500,3147365111,1,3
SynchronizedRandomAccessList,500,11807365338,4,3
SynchronizedRandomAccessList,500,21443861252,7,3
SynchronizedRandomAccessList,500,32511873073,10,3
CopyOnWriteArrayList,500,17955095612,1,3
CopyOnWriteArrayList,500,71435905835,4,3
CopyOnWriteArrayList,500,125255745308,7,3
CopyOnWriteArrayList,500,179763319586,10,3
ConcurrentHashMap,50,250324,1,4
ConcurrentHashMap,50,561766,4,4
ConcurrentHashMap,50,804340,7,4
ConcurrentHashMap,50,1083870,10,4
SynchronizedMap,50,124031,1,4
SynchronizedMap,50,420571,4,4
SynchronizedMap,50,706013,7,4
SynchronizedMap,50,15591385,10,4
SynchronizedRandomAccessList,50,7637757951,1,4
SynchronizedRandomAccessList,50,1696946730,4,4
SynchronizedRandomAccessList,50,2975338897,7,4
SynchronizedRandomAccessList,50,4316785330,10,4
CopyOnWriteArrayList,50,2202765730,1,4
CopyOnWriteArrayList,50,9586448726,4,4
CopyOnWriteArrayList,50,16795880360,7,4
CopyOnWriteArrayList,50,23992850441,10,4
ConcurrentHashMap,100,300648,1,4
ConcurrentHashMap,100,747752,4,4
ConcurrentHashMap,100,1074455,7,4
ConcurrentHashMap,100,6687630,10,4
SynchronizedMap,100,163794,1,4
SynchronizedMap,100,554420,4,4
SynchronizedMap,100,929228,7,4
SynchronizedMap,100,1327875,10,4
SynchronizedRandomAccessList,100,15215172331,1,4
SynchronizedRandomAccessList,100,3352443882,4,4
SynchronizedRandomAccessList,100,6101032210,7,4
SynchronizedRandomAccessList,100,8691693357,10,4
CopyOnWriteArrayList,100,4549893172,1,4
CopyOnWriteArrayList,100,19283894058,4,4
CopyOnWriteArrayList,100,33783908538,7,4
CopyOnWriteArrayList,100,48143883367,10,4
ConcurrentHashMap,150,5134007,1,4
ConcurrentHashMap,150,777470,4,4
ConcurrentHashMap,150,1241938,7,4
ConcurrentHashMap,150,2183327,10,4
SynchronizedMap,150,200136,1,4
SynchronizedMap,150,695832,4,4
SynchronizedMap,150,1090864,7,4
SynchronizedMap,150,1471109,10,4
SynchronizedRandomAccessList,150,22794103483,1,4
SynchronizedRandomAccessList,150,5018989392,4,4
SynchronizedRandomAccessList,150,8901849780,7,4
SynchronizedRandomAccessList,150,13095377168,10,4
CopyOnWriteArrayList,150,7143910592,1,4
CopyOnWriteArrayList,150,28886819671,4,4
CopyOnWriteArrayList,150,50551847767,7,4
CopyOnWriteArrayList,150,73248957555,10,4
ConcurrentHashMap,200,10736113,1,4
ConcurrentHashMap,200,970294,4,4
ConcurrentHashMap,200,1507347,7,4
ConcurrentHashMap,200,1827119,10,4
SynchronizedMap,200,283738,1,4
SynchronizedMap,200,927467,4,4
SynchronizedMap,200,4524410,7,4
SynchronizedMap,200,1593294,10,4
SynchronizedRandomAccessList,200,31050886198,1,4
SynchronizedRandomAccessList,200,6426646360,4,4
SynchronizedRandomAccessList,200,11324828118,7,4
SynchronizedRandomAccessList,200,16196969859,10,4
CopyOnWriteArrayList,200,9736711101,1,4
CopyOnWriteArrayList,200,39210843733,4,4
CopyOnWriteArrayList,200,68461119338,7,4
CopyOnWriteArrayList,200,98282370699,10,4
ConcurrentHashMap,250,443643,1,4
ConcurrentHashMap,250,1326385,4,4
ConcurrentHashMap,250,2041942,7,4
ConcurrentHashMap,250,2760693,10,4
SynchronizedMap,250,297748,1,4
SynchronizedMap,250,1071787,4,4
SynchronizedMap,250,1827228,7,4
SynchronizedMap,250,9388755,10,4
SynchronizedRandomAccessList,250,38506585196,1,4
SynchronizedRandomAccessList,250,8289753059,4,4
SynchronizedRandomAccessList,250,15090773840,7,4
SynchronizedRandomAccessList,250,23264210982,10,4
CopyOnWriteArrayList,250,12114063565,1,4
CopyOnWriteArrayList,250,49191776428,4,4
CopyOnWriteArrayList,250,86768401829,7,4
CopyOnWriteArrayList,250,123036267102,10,4
ConcurrentHashMap,300,506226,1,4
ConcurrentHashMap,300,1510368,4,4
ConcurrentHashMap,300,2461851,7,4
ConcurrentHashMap,300,3708536,10,4
SynchronizedMap,300,313595,1,4
SynchronizedMap,300,1201001,4,4
SynchronizedMap,300,2069392,7,4
SynchronizedMap,300,2959571,10,4
SynchronizedRandomAccessList,300,46418343129,1,4
SynchronizedRandomAccessList,300,10083383174,4,4
SynchronizedRandomAccessList,300,17866529743,7,4
SynchronizedRandomAccessList,300,27076703890,10,4
CopyOnWriteArrayList,300,14610766479,1,4
CopyOnWriteArrayList,300,59163922320,4,4
CopyOnWriteArrayList,300,103211354956,7,4
CopyOnWriteArrayList,300,148385141909,10,4
ConcurrentHashMap,350,570886,1,4
ConcurrentHashMap,350,1661877,4,4
ConcurrentHashMap,350,19835673,7,4
ConcurrentHashMap,350,6004313,10,4
SynchronizedMap,350,463098,1,4
SynchronizedMap,350,3358282,4,4
SynchronizedMap,350,2408798,7,4
SynchronizedMap,350,3272663,10,4
SynchronizedRandomAccessList,350,55073144713,1,4
SynchronizedRandomAccessList,350,11711714631,4,4
SynchronizedRandomAccessList,350,20885837299,7,4
SynchronizedRandomAccessList,350,32017721207,10,4
CopyOnWriteArrayList,350,17325587655,1,4
CopyOnWriteArrayList,350,69941782493,4,4
CopyOnWriteArrayList,350,122093524412,7,4
CopyOnWriteArrayList,350,174556394789,10,4
ConcurrentHashMap,400,1242884,1,4
ConcurrentHashMap,400,1719393,4,4
ConcurrentHashMap,400,3032382,7,4
ConcurrentHashMap,400,3776855,10,4
SynchronizedMap,400,403431,1,4
SynchronizedMap,400,1466592,4,4
SynchronizedMap,400,2401595,7,4
SynchronizedMap,400,3419824,10,4
SynchronizedRandomAccessList,400,3314842691,1,4
SynchronizedRandomAccessList,400,13698404119,4,4
SynchronizedRandomAccessList,400,23940405812,7,4
SynchronizedRandomAccessList,400,34636959310,10,4
CopyOnWriteArrayList,400,20975449360,1,4
CopyOnWriteArrayList,400,79843704856,4,4
CopyOnWriteArrayList,400,140071462142,7,4
CopyOnWriteArrayList,400,200647887532,10,4
ConcurrentHashMap,450,11885493,1,4
ConcurrentHashMap,450,1144496,4,4
ConcurrentHashMap,450,1706570,7,4
ConcurrentHashMap,450,2178691,10,4
SynchronizedMap,450,419482,1,4
SynchronizedMap,450,1768901,4,4
SynchronizedMap,450,3073839,7,4
SynchronizedMap,450,3875342,10,4
SynchronizedRandomAccessList,450,71732381533,1,4
SynchronizedRandomAccessList,450,16202429954,4,4
SynchronizedRandomAccessList,450,29802442483,7,4
SynchronizedRandomAccessList,450,42720741066,10,4
CopyOnWriteArrayList,450,22473836110,1,4
CopyOnWriteArrayList,450,90856937749,4,4
CopyOnWriteArrayList,450,159565206756,7,4
CopyOnWriteArrayList,450,228542604293,10,4
ConcurrentHashMap,500,3095634,1,4
ConcurrentHashMap,500,15224872,4,4
ConcurrentHashMap,500,2628270,7,4
ConcurrentHashMap,500,3630817,10,4
SynchronizedMap,500,428239,1,4
SynchronizedMap,500,2203541,4,4
SynchronizedMap,500,3199813,7,4
SynchronizedMap,500,4181717,10,4
SynchronizedRandomAccessList,500,4705197767,1,4
SynchronizedRandomAccessList,500,17926077133,4,4
SynchronizedRandomAccessList,500,33448554796,7,4
SynchronizedRandomAccessList,500,48230454494,10,4
CopyOnWriteArrayList,500,25382694816,1,4
CopyOnWriteArrayList,500,102235190564,4,4
CopyOnWriteArrayList,500,179997481984,7,4
CopyOnWriteArrayList,500,257026340946,10,4
ConcurrentHashMap,50,5340652,1,1
ConcurrentHashMap,50,862948,4,1
ConcurrentHashMap,50,645065,7,1
ConcurrentHashMap,50,901471,10,1
SynchronizedMap,50,945621,1,1
SynchronizedMap,50,482301,4,1
SynchronizedMap,50,2510053,7,1
SynchronizedMap,50,4055169,10,1
SynchronizedRandomAccessList,50,116977314,1,1
SynchronizedRandomAccessList,50,473310156,4,1
SynchronizedRandomAccessList,50,853317468,7,1
SynchronizedRandomAccessList,50,1215961905,10,1
CopyOnWriteArrayList,50,640980220,1,1
CopyOnWriteArrayList,50,2581557567,4,1
CopyOnWriteArrayList,50,4566822110,7,1
CopyOnWriteArrayList,50,6376555522,10,1
ConcurrentHashMap,100,321801,1,1
ConcurrentHashMap,100,535914,4,1
ConcurrentHashMap,100,789901,7,1
ConcurrentHashMap,100,1063773,10,1
SynchronizedMap,100,132736,1,1
SynchronizedMap,100,458068,4,1
SynchronizedMap,100,766970,7,1
SynchronizedMap,100,1031939,10,1
SynchronizedRandomAccessList,100,4119564376,1,1
SynchronizedRandomAccessList,100,994519079,4,1
SynchronizedRandomAccessList,100,1719331754,7,1
SynchronizedRandomAccessList,100,2433768523,10,1
CopyOnWriteArrayList,100,1054776514,1,1
CopyOnWriteArrayList,100,5225022449,4,1
CopyOnWriteArrayList,100,9042039721,7,1
CopyOnWriteArrayList,100,12933921107,10,1
ConcurrentHashMap,150,7209492,1,1
ConcurrentHashMap,150,963168,4,1
ConcurrentHashMap,150,1299808,7,1
ConcurrentHashMap,150,1545463,10,1
SynchronizedMap,150,255565,1,1
SynchronizedMap,150,642407,4,1
SynchronizedMap,150,4525876,7,1
SynchronizedMap,150,5191389,10,1
SynchronizedRandomAccessList,150,6129642528,1,1
SynchronizedRandomAccessList,150,1461646912,4,1
SynchronizedRandomAccessList,150,2562702909,7,1
SynchronizedRandomAccessList,150,3653570389,10,1
CopyOnWriteArrayList,150,1757531059,1,1
CopyOnWriteArrayList,150,7782595940,4,1
CopyOnWriteArrayList,150,13517197931,7,1
CopyOnWriteArrayList,150,19266482323,10,1
