class,elements,total_time,threads,write_level
SynchronizedMap,350,480586,1,2
SynchronizedMap,350,1744506,4,2
SynchronizedMap,350,3144430,7,2
SynchronizedMap,350,10180833,10,2
SynchronizedRandomAccessList,350,11506237654,1,2
SynchronizedRandomAccessList,350,2929769652,4,2
SynchronizedRandomAccessList,350,5659967416,7,2
SynchronizedRandomAccessList,350,7934933217,10,2
CopyOnWriteArrayList,350,5927575874,1,2
CopyOnWriteArrayList,350,23759821099,4,2
CopyOnWriteArrayList,350,41416885876,7,2
CopyOnWriteArrayList,350,55446468763,10,2
ConcurrentHashMap,400,7636885,1,2
ConcurrentHashMap,400,3831550,4,2
ConcurrentHashMap,400,4223359,7,2
ConcurrentHashMap,400,3000636,10,2
SynchronizedMap,400,390183,1,2
SynchronizedMap,400,7572029,4,2
SynchronizedMap,400,8102210,7,2
SynchronizedMap,400,13322899,10,2
SynchronizedRandomAccessList,400,13819532897,1,2
SynchronizedRandomAccessList,400,2977032213,4,2
SynchronizedRandomAccessList,400,3781364614,7,2
SynchronizedRandomAccessList,400,4408547742,10,2
CopyOnWriteArrayList,400,4831617500,1,2
CopyOnWriteArrayList,400,17974536339,4,2
CopyOnWriteArrayList,400,28810383451,7,2
CopyOnWriteArrayList,400,41820316591,10,2
ConcurrentHashMap,450,9587504,1,2
ConcurrentHashMap,450,1616306,4,2
ConcurrentHashMap,450,3603117,7,2
ConcurrentHashMap,450,4660166,10,2
SynchronizedMap,450,393592,1,2
SynchronizedMap,450,1926888,4,2
SynchronizedMap,450,2997363,7,2
SynchronizedMap,450,4320745,10,2
SynchronizedRandomAccessList,450,388022563,1,2
SynchronizedRandomAccessList,450,1648789293,4,2
SynchronizedRandomAccessList,450,2725372654,7,2
SynchronizedRandomAccessList,450,3939418388,10,2
CopyOnWriteArrayList,450,4741956057,1,2
CopyOnWriteArrayList,450,19020157906,4,2
CopyOnWriteArrayList,450,32889478034,7,2
CopyOnWriteArrayList,450,47367875591,10,2
ConcurrentHashMap,500,5939085,1,2
ConcurrentHashMap,500,1805591,4,2
ConcurrentHashMap,500,4002953,7,2
ConcurrentHashMap,500,3434530,10,2
SynchronizedMap,500,457857,1,2
SynchronizedMap,500,1572140,4,2
SynchronizedMap,500,2727611,7,2
SynchronizedMap,500,5619741,10,2
SynchronizedRandomAccessList,500,16541802099,1,2
SynchronizedRandomAccessList,500,1799465387,4,2
SynchronizedRandomAccessList,500,3155430546,7,2
SynchronizedRandomAccessList,500,4514293605,10,2
CopyOnWriteArrayList,500,5186157245,1,2
CopyOnWriteArrayList,500,21345863738,4,2
CopyOnWriteArrayList,500,37309604538,7,2
CopyOnWriteArrayList,500,53439887251,10,2
ConcurrentHashMap,50,12058269,1,3
ConcurrentHashMap,50,471132,4,3
ConcurrentHashMap,50,550205,7,3
ConcurrentHashMap,50,692261,10,3
SynchronizedMap,50,118145,1,3
SynchronizedMap,50,281497,4,3
SynchronizedMap,50,479772,7,3
SynchronizedMap,50,688901,10,3
SynchronizedRandomAccessList,50,64740553,1,3
SynchronizedRandomAccessList,50,277968882,4,3
SynchronizedRandomAccessList,50,471839170,7,3
SynchronizedRandomAccessList,50,686299558,10,3
CopyOnWriteArrayList,50,813604231,1,3
CopyOnWriteArrayList,50,3217220980,4,3
CopyOnWriteArrayList,50,5658849501,7,3
CopyOnWriteArrayList,50,10534898067,10,3
ConcurrentHashMap,100,5957468,1,3
ConcurrentHashMap,100,9638202,4,3
ConcurrentHashMap,100,7940861,7,3
ConcurrentHashMap,100,4783660,10,3
SynchronizedMap,100,416861,1,3
SynchronizedMap,100,1277218,4,3
SynchronizedMap,100,1207645,7,3
SynchronizedMap,100,2680632,10,3
SynchronizedRandomAccessList,100,333834877,1,3
SynchronizedRandomAccessList,100,851473222,4,3
SynchronizedRandomAccessList,100,993764210,7,3
SynchronizedRandomAccessList,100,1896527831,10,3
CopyOnWriteArrayList,100,1702249808,1,3
CopyOnWriteArrayList,100,6714281283,4,3
CopyOnWriteArrayList,100,10946289487,7,3
CopyOnWriteArrayList,100,16444384902,10,3
ConcurrentHashMap,150,2851769,1,3
ConcurrentHashMap,150,777921,4,3
ConcurrentHashMap,150,1808904,7,3
ConcurrentHashMap,150,2062377,10,3
SynchronizedMap,150,2523878,1,3
SynchronizedMap,150,2168668,4,3
SynchronizedMap,150,1569816,7,3
SynchronizedMap,150,1946419,10,3
SynchronizedRandomAccessList,150,319599761,1,3
SynchronizedRandomAccessList,150,918007221,4,3
SynchronizedRandomAccessList,150,2991735427,7,3
SynchronizedRandomAccessList,150,2577671908,10,3
CopyOnWriteArrayList,150,2678386753,1,3
CopyOnWriteArrayList,150,10412093522,4,3
CopyOnWriteArrayList,150,20315690421,7,3
CopyOnWriteArrayList,150,27554493033,10,3
ConcurrentHashMap,200,5754688,1,3
ConcurrentHashMap,200,1606824,4,3
ConcurrentHashMap,200,2925689,7,3
ConcurrentHashMap,200,2387522,10,3
SynchronizedMap,200,355067,1,3
SynchronizedMap,200,1272285,4,3
SynchronizedMap,200,1426836,7,3
SynchronizedMap,200,1995479,10,3
SynchronizedRandomAccessList,200,297850330,1,3
SynchronizedRandomAccessList,200,1425283224,4,3
SynchronizedRandomAccessList,200,2538261508,7,3
SynchronizedRandomAccessList,200,3143134610,10,3
CopyOnWriteArrayList,200,3606853820,1,3
CopyOnWriteArrayList,200,14382737235,4,3
CopyOnWriteArrayList,200,24309722745,7,3
CopyOnWriteArrayList,200,34818013105,10,3
ConcurrentHashMap,250,7217213,1,3
ConcurrentHashMap,250,3407882,4,3
ConcurrentHashMap,250,1175789,7,3
ConcurrentHashMap,250,1666284,10,3
SynchronizedMap,250,246234,1,3
SynchronizedMap,250,1099253,4,3
SynchronizedMap,250,1588493,7,3
SynchronizedMap,250,2446107,10,3
SynchronizedRandomAccessList,250,13450523307,1,3
SynchronizedRandomAccessList,250,1559260239,4,3
SynchronizedRandomAccessList,250,2687134348,7,3
SynchronizedRandomAccessList,250,4720157885,10,3
CopyOnWriteArrayList,250,5278953715,1,3
CopyOnWriteArrayList,250,19007585899,4,3
CopyOnWriteArrayList,250,33363052542,7,3
CopyOnWriteArrayList,250,46747274261,10,3
ConcurrentHashMap,300,1187203,1,3
ConcurrentHashMap,300,8990078,4,3
ConcurrentHashMap,300,5085343,7,3
ConcurrentHashMap,300,3001398,10,3
SynchronizedMap,300,292253,1,3
SynchronizedMap,300,1097038,4,3
SynchronizedMap,300,2366284,7,3
SynchronizedMap,300,4113075,10,3
SynchronizedRandomAccessList,300,16283981365,1,3
SynchronizedRandomAccessList,300,3433596195,4,3
SynchronizedRandomAccessList,300,2311045305,7,3
SynchronizedRandomAccessList,300,3170186831,10,3
CopyOnWriteArrayList,300,4439218682,1,3
CopyOnWriteArrayList,300,18226830271,4,3
CopyOnWriteArrayList,300,38508926885,7,3
CopyOnWriteArrayList,300,51330751146,10,3
ConcurrentHashMap,350,3957793,1,3
ConcurrentHashMap,350,1311952,4,3
ConcurrentHashMap,350,1842721,7,3
ConcurrentHashMap,350,5860327,10,3
SynchronizedMap,350,327805,1,3
SynchronizedMap,350,1548905,4,3
SynchronizedMap,350,2588136,7,3
SynchronizedMap,350,3619727,10,3
SynchronizedRandomAccessList,350,399724316,1,3
SynchronizedRandomAccessList,350,1766046446,4,3
SynchronizedRandomAccessList,350,2775005483,7,3
SynchronizedRandomAccessList,350,4124056940,10,3
CopyOnWriteArrayList,350,4911321758,1,3
CopyOnWriteArrayList,350,29606798394,4,3
CopyOnWriteArrayList,350,39571587147,7,3
CopyOnWriteArrayList,350,70187621439,10,3
ConcurrentHashMap,400,704618,1,3
ConcurrentHashMap,400,8631356,4,3
ConcurrentHashMap,400,1167575,7,3
ConcurrentHashMap,400,1554446,10,3
SynchronizedMap,400,327137,1,3
SynchronizedMap,400,1739002,4,3
SynchronizedMap,400,2477667,7,3
SynchronizedMap,400,7317741,10,3
SynchronizedRandomAccessList,400,754153949,1,3
SynchronizedRandomAccessList,400,3828845208,4,3
SynchronizedRandomAccessList,400,10004612524,7,3
SynchronizedRandomAccessList,400,12193164696,10,3
CopyOnWriteArrayList,400,7993705011,1,3
CopyOnWriteArrayList,400,29347916451,4,3
CopyOnWriteArrayList,400,58071898637,7,3
CopyOnWriteArrayList,400,65430582041,10,3
ConcurrentHashMap,450,538238,1,3
ConcurrentHashMap,450,1632071,4,3
ConcurrentHashMap,450,2628544,7,3
ConcurrentHashMap,450,3769146,10,3
SynchronizedMap,450,436427,1,3
SynchronizedMap,450,1510545,4,3
SynchronizedMap,450,2630416,7,3
SynchronizedMap,450,4322657,10,3
SynchronizedRandomAccessList,450,22936174182,1,3
SynchronizedRandomAccessList,450,4119618463,4,3
SynchronizedRandomAccessList,450,6228976774,7,3
SynchronizedRandomAccessList,450,5884902503,10,3
CopyOnWriteArrayList,450,6617685855,1,3
CopyOnWriteArrayList,450,31407243980,4,3
CopyOnWriteArrayList,450,58225991550,7,3
CopyOnWriteArrayList,450,94339534897,10,3
ConcurrentHashMap,500,690250,1,3
ConcurrentHashMap,500,2125858,4,3
ConcurrentHashMap,500,3388697,7,3
ConcurrentHashMap,500,10690075,10,3
SynchronizedMap,500,532451,1,3
SynchronizedMap,500,1955171,4,3
SynchronizedMap,500,3314527,7,3
SynchronizedMap,500,6233643,10,3
SynchronizedRandomAccessList,500,28368412444,1,3
SynchronizedRandomAccessList,500,6106054080,4,3
SynchronizedRandomAccessList,500,6085054706,7,3
SynchronizedRandomAccessList,500,11903600922,10,3
CopyOnWriteArrayList,500,10556786980,1,3
CopyOnWriteArrayList,500,47386225760,4,3
CopyOnWriteArrayList,500,74058762559,7,3
CopyOnWriteArrayList,500,101986588406,10,3
ConcurrentHashMap,50,217856,1,4
ConcurrentHashMap,50,453601,4,4
ConcurrentHashMap,50,700956,7,4
ConcurrentHashMap,50,963457,10,4
SynchronizedMap,50,114626,1,4
SynchronizedMap,50,389405,4,4
SynchronizedMap,50,648603,7,4
SynchronizedMap,50,923897,10,4
SynchronizedRandomAccessList,50,88839967,1,4
SynchronizedRandomAccessList,50,354787039,4,4
SynchronizedRandomAccessList,50,621916708,7,4
SynchronizedRandomAccessList,50,2679260569,10,4
CopyOnWriteArrayList,50,1770437159,1,4
CopyOnWriteArrayList,50,5632480783,4,4
CopyOnWriteArrayList,50,9977692066,7,4
CopyOnWriteArrayList,50,10913551139,10,4
ConcurrentHashMap,100,255204,1,4
ConcurrentHashMap,100,595891,4,4
ConcurrentHashMap,100,953033,7,4
ConcurrentHashMap,100,1437992,10,4
SynchronizedMap,100,256609,1,4
SynchronizedMap,100,559563,4,4
SynchronizedMap,100,918453,7,4
SynchronizedMap,100,1289380,10,4
SynchronizedRandomAccessList,100,192655935,1,4
SynchronizedRandomAccessList,100,701558511,4,4
SynchronizedRandomAccessList,100,1163772177,7,4
SynchronizedRandomAccessList,100,2041359929,10,4
CopyOnWriteArrayList,100,2265050461,1,4
CopyOnWriteArrayList,100,11434052487,4,4
CopyOnWriteArrayList,100,19909087259,7,4
CopyOnWriteArrayList,100,27237593704,10,4
ConcurrentHashMap,150,5242344,1,4
ConcurrentHashMap,150,9755745,4,4
ConcurrentHashMap,150,1514387,7,4
ConcurrentHashMap,150,2182740,10,4
SynchronizedMap,150,1401514,1,4
SynchronizedMap,150,1181213,4,4
SynchronizedMap,150,3421116,7,4
SynchronizedMap,150,1608084,10,4
SynchronizedRandomAccessList,150,12913449057,1,4
SynchronizedRandomAccessList,150,3189510761,4,4
SynchronizedRandomAccessList,150,3128780225,7,4
SynchronizedRandomAccessList,150,4538616173,10,4
CopyOnWriteArrayList,150,4370405361,1,4
CopyOnWriteArrayList,150,20312198415,4,4
CopyOnWriteArrayList,150,35254119150,7,4
CopyOnWriteArrayList,150,49806659615,10,4
ConcurrentHashMap,200,8089637,1,4
ConcurrentHashMap,200,8447589,4,4
ConcurrentHashMap,200,10616227,7,4
ConcurrentHashMap,200,19260946,10,4
SynchronizedMap,200,2965624,1,4
SynchronizedMap,200,6927611,4,4
SynchronizedMap,200,33886994,7,4
SynchronizedMap,200,45265892,10,4
SynchronizedRandomAccessList,200,17488480312,1,4
SynchronizedRandomAccessList,200,2662008654,4,4
SynchronizedRandomAccessList,200,6306481874,7,4
SynchronizedRandomAccessList,200,9330733300,10,4
CopyOnWriteArrayList,200,5559829791,1,4
CopyOnWriteArrayList,200,19032614333,4,4
CopyOnWriteArrayList,200,51799868702,7,4
CopyOnWriteArrayList,200,68638481182,10,4
ConcurrentHashMap,250,3321082,1,4
ConcurrentHashMap,250,2142024,4,4
ConcurrentHashMap,250,3073797,7,4
ConcurrentHashMap,250,3459388,10,4
SynchronizedMap,250,1046482,1,4
SynchronizedMap,250,5477225,4,4
SynchronizedMap,250,5979600,7,4
SynchronizedMap,250,4246105,10,4
SynchronizedRandomAccessList,250,20059677918,1,4
SynchronizedRandomAccessList,250,3306119798,4,4
SynchronizedRandomAccessList,250,5796496301,7,4
SynchronizedRandomAccessList,250,8304818089,10,4
CopyOnWriteArrayList,250,7531770722,1,4
CopyOnWriteArrayList,250,32512317450,4,4
CopyOnWriteArrayList,250,56834302292,7,4
CopyOnWriteArrayList,250,62248363397,10,4
ConcurrentHashMap,300,11979996,1,4
ConcurrentHashMap,300,6022680,4,4
ConcurrentHashMap,300,2102130,7,4
ConcurrentHashMap,300,1863923,10,4
SynchronizedMap,300,292705,1,4
SynchronizedMap,300,1234736,4,4
SynchronizedMap,300,1734908,7,4
SynchronizedMap,300,6440316,10,4
SynchronizedRandomAccessList,300,21190106036,1,4
SynchronizedRandomAccessList,300,2056321250,4,4
SynchronizedRandomAccessList,300,3494121763,7,4
SynchronizedRandomAccessList,300,5075202486,10,4
CopyOnWriteArrayList,300,6361275128,1,4
CopyOnWriteArrayList,300,25555292802,4,4
CopyOnWriteArrayList,300,56565032600,7,4
CopyOnWriteArrayList,300,87643352053,10,4
ConcurrentHashMap,350,6175025,1,4
ConcurrentHashMap,350,1614701,4,4
ConcurrentHashMap,350,31052881,7,4
ConcurrentHashMap,350,1839140,10,4
SynchronizedMap,350,364013,1,4
SynchronizedMap,350,44501418,4,4
SynchronizedMap,350,2321208,7,4
SynchronizedMap,350,3019611,10,4
SynchronizedRandomAccessList,350,606375138,1,4
SynchronizedRandomAccessList,350,2495002921,4,4
SynchronizedRandomAccessList,350,4326383032,7,4
SynchronizedRandomAccessList,350,6229829857,10,4
CopyOnWriteArrayList,350,7785767492,1,4
CopyOnWriteArrayList,350,38696549745,4,4
CopyOnWriteArrayList,350,54707201903,7,4
CopyOnWriteArrayList,350,77632342574,10,4
ConcurrentHashMap,400,607323,1,4
ConcurrentHashMap,400,1686949,4,4
ConcurrentHashMap,400,2629815,7,4
ConcurrentHashMap,400,9703776,10,4
SynchronizedMap,400,468550,1,4
SynchronizedMap,400,1624983,4,4
SynchronizedMap,400,5410291,7,4
SynchronizedMap,400,3682478,10,4
SynchronizedRandomAccessList,400,709018747,1,4
SynchronizedRandomAccessList,400,2842358444,4,4
SynchronizedRandomAccessList,400,5066473571,7,4
SynchronizedRandomAccessList,400,7360056124,10,4
CopyOnWriteArrayList,400,9087432637,1,4
CopyOnWriteArrayList,400,35909540619,4,4
CopyOnWriteArrayList,400,70878229029,7,4
CopyOnWriteArrayList,400,103275864586,10,4
ConcurrentHashMap,450,4089913,1,4
ConcurrentHashMap,450,1850010,4,4
ConcurrentHashMap,450,2989558,7,4
ConcurrentHashMap,450,3191256,10,4
SynchronizedMap,450,428837,1,4
SynchronizedMap,450,4393668,4,4
SynchronizedMap,450,2435631,7,4
SynchronizedMap,450,3540207,10,4
SynchronizedRandomAccessList,450,33624699646,1,4
SynchronizedRandomAccessList,450,3663145420,4,4
SynchronizedRandomAccessList,450,5877085288,7,4
SynchronizedRandomAccessList,450,8668932340,10,4
CopyOnWriteArrayList,450,10397992376,1,4
CopyOnWriteArrayList,450,46519930703,4,4
CopyOnWriteArrayList,450,79836877980,7,4
CopyOnWriteArrayList,450,117530071349,10,4
ConcurrentHashMap,500,600336,1,4
ConcurrentHashMap,500,4699182,4,4
ConcurrentHashMap,500,10894886,7,4
ConcurrentHashMap,500,2759631,10,4
SynchronizedMap,500,429235,1,4
SynchronizedMap,500,1951868,4,4
SynchronizedMap,500,5733749,7,4
SynchronizedMap,500,4267731,10,4
SynchronizedRandomAccessList,500,965416140,1,4
SynchronizedRandomAccessList,500,4191960778,4,4
SynchronizedRandomAccessList,500,7782395779,7,4
SynchronizedRandomAccessList,500,11476704406,10,4
CopyOnWriteArrayList,500,12399477250,1,4
CopyOnWriteArrayList,500,51095308117,4,4
CopyOnWriteArrayList,500,88371623045,7,4
CopyOnWriteArrayList,500,127021412874,10,4
ConcurrentHashMap,50,12166780,1,1
ConcurrentHashMap,50,6734782,4,1
ConcurrentHashMap,50,822396,7,1
ConcurrentHashMap,50,1075313,10,1
SynchronizedMap,50,120883,1,1
SynchronizedMap,50,403410,4,1
SynchronizedMap,50,789754,7,1
SynchronizedMap,50,1006594,10,1
SynchronizedRandomAccessList,50,1019568560,1,1
SynchronizedRandomAccessList,50,271165572,4,1
SynchronizedRandomAccessList,50,476230864,7,1
SynchronizedRandomAccessList,50,423304336,10,1
CopyOnWriteArrayList,50,239751006,1,1
CopyOnWriteArrayList,50,1183005675,4,1
CopyOnWriteArrayList,50,2655315154,7,1
CopyOnWriteArrayList,50,3406084127,10,1
ConcurrentHashMap,100,5350757,1,1
ConcurrentHashMap,100,624037,4,1
ConcurrentHashMap,100,939513,7,1
ConcurrentHashMap,100,1320292,10,1
SynchronizedMap,100,156838,1,1
SynchronizedMap,100,527162,4,1
SynchronizedMap,100,894629,7,1
SynchronizedMap,100,1255768,10,1
SynchronizedRandomAccessList,100,2023855858,1,1
SynchronizedRandomAccessList,100,246824826,4,1
SynchronizedRandomAccessList,100,488482041,7,1
SynchronizedRandomAccessList,100,689536810,10,1
CopyOnWriteArrayList,100,483809385,1,1
CopyOnWriteArrayList,100,2872147949,4,1
CopyOnWriteArrayList,100,4916967985,7,1
CopyOnWriteArrayList,100,6702800841,10,1
ConcurrentHashMap,150,4160315,1,1
ConcurrentHashMap,150,4208179,4,1
ConcurrentHashMap,150,1049343,7,1
ConcurrentHashMap,150,1393894,10,1
SynchronizedMap,150,191315,1,1
SynchronizedMap,150,494960,4,1
SynchronizedMap,150,1043781,7,1
SynchronizedMap,150,1440995,10,1
SynchronizedRandomAccessList,150,79236078,1,1
SynchronizedRandomAccessList,150,311991829,4,1
SynchronizedRandomAccessList,150,548255184,7,1
SynchronizedRandomAccessList,150,792712652,10,1
CopyOnWriteArrayList,150,883148485,1,1
CopyOnWriteArrayList,150,4468526259,4,1
CopyOnWriteArrayList,150,7777307808,7,1
CopyOnWriteArrayList,150,10684785167,10,1
ConcurrentHashMap,200,330894,1,1
ConcurrentHashMap,200,852712,4,1
ConcurrentHashMap,200,1350684,7,1
ConcurrentHashMap,200,1936720,10,1
SynchronizedMap,200,223440,1,1
SynchronizedMap,200,778478,4,1
SynchronizedMap,200,1293049,7,1
SynchronizedMap,200,1916555,10,1
SynchronizedRandomAccessList,200,114619590,1,1
SynchronizedRandomAccessList,200,453216163,4,1
SynchronizedRandomAccessList,200,893646428,7,1
SynchronizedRandomAccessList,200,1359422919,10,1
CopyOnWriteArrayList,200,1250247878,1,1
CopyOnWriteArrayList,200,4988361300,4,1
CopyOnWriteArrayList,200,8901590529,7,1
CopyOnWriteArrayList,200,13178520981,10,1
ConcurrentHashMap,250,10959932,1,1
ConcurrentHashMap,250,1205213,4,1
ConcurrentHashMap,250,11341384,7,1
ConcurrentHashMap,250,7967254,10,1
SynchronizedMap,250,701007,1,1
SynchronizedMap,250,5561486,4,1
SynchronizedMap,250,2586793,7,1
SynchronizedMap,250,7252986,10,1
SynchronizedRandomAccessList,250,4974369708,1,1
SynchronizedRandomAccessList,250,521740684,4,1
SynchronizedRandomAccessList,250,851099113,7,1
SynchronizedRandomAccessList,250,1223462668,10,1
CopyOnWriteArrayList,250,1528184777,1,1
CopyOnWriteArrayList,250,7528816121,4,1
CopyOnWriteArrayList,250,11855711321,7,1
CopyOnWriteArrayList,250,16598080318,10,1
ConcurrentHashMap,300,4313026,1,1
ConcurrentHashMap,300,2729631,4,1
ConcurrentHashMap,300,2985740,7,1
ConcurrentHashMap,300,2839726,10,1
SynchronizedMap,300,310841,1,1
SynchronizedMap,300,1121912,4,1
SynchronizedMap,300,2145313,7,1
SynchronizedMap,300,3167888,10,1
SynchronizedRandomAccessList,300,6429429619,1,1
SynchronizedRandomAccessList,300,637082152,4,1
SynchronizedRandomAccessList,300,1140786916,7,1
SynchronizedRandomAccessList,300,2419901168,10,1
CopyOnWriteArrayList,300,2286626117,1,1
CopyOnWriteArrayList,300,10358604839,4,1
CopyOnWriteArrayList,300,13931038860,7,1
CopyOnWriteArrayList,300,20829399970,10,1
ConcurrentHashMap,350,4992672,1,1
ConcurrentHashMap,350,2790985,4,1
ConcurrentHashMap,350,2524771,7,1
ConcurrentHashMap,350,3632670,10,1
SynchronizedMap,350,412618,1,1
SynchronizedMap,350,1515444,4,1
SynchronizedMap,350,2489957,7,1
SynchronizedMap,350,3217920,10,1
SynchronizedRandomAccessList,350,7153687894,1,1
SynchronizedRandomAccessList,350,1196163157,4,1
SynchronizedRandomAccessList,350,1277836750,7,1
SynchronizedRandomAccessList,350,2094639367,10,1
CopyOnWriteArrayList,350,2147419726,1,1
CopyOnWriteArrayList,350,10663780960,4,1
CopyOnWriteArrayList,350,15880075509,7,1
CopyOnWriteArrayList,350,22545978823,10,1
ConcurrentHashMap,400,503277,1,1
ConcurrentHashMap,400,1434922,4,1
ConcurrentHashMap,400,2319106,7,1
ConcurrentHashMap,400,3325831,10,1
SynchronizedMap,400,362607,1,1
SynchronizedMap,400,1308056,4,1
SynchronizedMap,400,2236536,7,1
SynchronizedMap,400,3102032,10,1
SynchronizedRandomAccessList,400,8079490068,1,1
SynchronizedRandomAccessList,400,888648004,4,1
SynchronizedRandomAccessList,400,1409354935,7,1
SynchronizedRandomAccessList,400,2087217765,10,1
CopyOnWriteArrayList,400,2613582684,1,1
CopyOnWriteArrayList,400,10708298483,4,1
CopyOnWriteArrayList,400,20099015197,7,1
CopyOnWriteArrayList,400,27971511028,10,1
ConcurrentHashMap,450,2509221,1,1
ConcurrentHashMap,450,1698628,4,1
ConcurrentHashMap,450,2648604,7,1
ConcurrentHashMap,450,3803352,10,1
SynchronizedMap,450,398073,1,1
SynchronizedMap,450,1471508,4,1
SynchronizedMap,450,2366421,7,1
SynchronizedMap,450,3583033,10,1
SynchronizedRandomAccessList,450,9101175656,1,1
SynchronizedRandomAccessList,450,934827011,4,1
SynchronizedRandomAccessList,450,1557959935,7,1
SynchronizedRandomAccessList,450,2239248220,10,1
CopyOnWriteArrayList,450,2835236707,1,1
CopyOnWriteArrayList,450,11850147452,4,1
CopyOnWriteArrayList,450,20152946845,7,1
CopyOnWriteArrayList,450,28638748407,10,1
ConcurrentHashMap,500,952771,1,1
ConcurrentHashMap,500,3012087,4,1
ConcurrentHashMap,500,2701127,7,1
ConcurrentHashMap,500,17418129,10,1
SynchronizedMap,500,449370,1,1
SynchronizedMap,500,1527768,4,1
SynchronizedMap,500,2663008,7,1
SynchronizedMap,500,3422490,10,1
SynchronizedRandomAccessList,500,10818181948,1,1
SynchronizedRandomAccessList,500,1034401527,4,1
SynchronizedRandomAccessList,500,1762710077,7,1
SynchronizedRandomAccessList,500,2524137089,10,1
CopyOnWriteArrayList,500,3044757637,1,1
CopyOnWriteArrayList,500,13247324022,4,1
CopyOnWriteArrayList,500,22824468871,7,1
CopyOnWriteArrayList,500,32303359079,10,1
ConcurrentHashMap,50,17991818,1,2
ConcurrentHashMap,50,513691,4,2
ConcurrentHashMap,50,675584,7,2
ConcurrentHashMap,50,941585,10,2
SynchronizedMap,50,121071,1,2
SynchronizedMap,50,379021,4,2
SynchronizedMap,50,646371,7,2
SynchronizedMap,50,896808,10,2
SynchronizedRandomAccessList,50,2050864367,1,2
SynchronizedRandomAccessList,50,252581052,4,2
SynchronizedRandomAccessList,50,373857811,7,2
SynchronizedRandomAccessList,50,503994898,10,2
CopyOnWriteArrayList,50,554587940,1,2
CopyOnWriteArrayList,50,2692272160,4,2
CopyOnWriteArrayList,50,4601114835,7,2
CopyOnWriteArrayList,50,6722016602,10,2
ConcurrentHashMap,100,257166,1,2
ConcurrentHashMap,100,621487,4,2
ConcurrentHashMap,100,965575,7,2
ConcurrentHashMap,100,1308229,10,2
SynchronizedMap,100,151489,1,2
SynchronizedMap,100,537415,4,2
SynchronizedMap,100,889223,7,2
SynchronizedMap,100,1256361,10,2
SynchronizedRandomAccessList,100,4328593775,1,2
SynchronizedRandomAccessList,100,463331271,4,2
SynchronizedRandomAccessList,100,713300416,7,2
SynchronizedRandomAccessList,100,1734956571,10,2
CopyOnWriteArrayList,100,1568826545,1,2
CopyOnWriteArrayList,100,8005159838,4,2
CopyOnWriteArrayList,100,10963560218,7,2
CopyOnWriteArrayList,100,15146179637,10,2
ConcurrentHashMap,150,289797,1,2
ConcurrentHashMap,150,747085,4,2
ConcurrentHashMap,150,1176122,7,2
ConcurrentHashMap,150,1645426,10,2
SynchronizedMap,150,191840,1,2
SynchronizedMap,150,658385,4,2
SynchronizedMap,150,1124649,7,2
SynchronizedMap,150,1540685,10,2
SynchronizedRandomAccessList,150,6262735629,1,2
SynchronizedRandomAccessList,150,964754687,4,2
SynchronizedRandomAccessList,150,1674024521,7,2
SynchronizedRandomAccessList,150,2272118965,10,2
CopyOnWriteArrayList,150,2166657703,1,2
CopyOnWriteArrayList,150,8542129296,4,2
CopyOnWriteArrayList,150,16579793426,7,2
CopyOnWriteArrayList,150,24733789193,10,2
ConcurrentHashMap,200,9410532,1,2
ConcurrentHashMap,200,2417120,4,2
ConcurrentHashMap,200,14288117,7,2
ConcurrentHashMap,200,3283549,10,2
SynchronizedMap,200,257668,1,2
SynchronizedMap,200,901403,4,2
SynchronizedMap,200,1511676,7,2
SynchronizedMap,200,5002491,10,2
SynchronizedRandomAccessList,200,8338505637,1,2
SynchronizedRandomAccessList,200,851365637,4,2
SynchronizedRandomAccessList,200,1441261402,7,2
SynchronizedRandomAccessList,200,2728483600,10,2
CopyOnWriteArrayList,200,3252127262,1,2
CopyOnWriteArrayList,200,12827416470,4,2
CopyOnWriteArrayList,200,32236405599,7,2
CopyOnWriteArrayList,200,41162973878,10,2
ConcurrentHashMap,250,748981,1,2
ConcurrentHashMap,250,1777231,4,2
ConcurrentHashMap,250,1783022,7,2
ConcurrentHashMap,250,3858964,10,2
SynchronizedMap,250,276957,1,2
SynchronizedMap,250,1074695,4,2
SynchronizedMap,250,1609272,7,2
SynchronizedMap,250,2124075,10,2
SynchronizedRandomAccessList,250,550244087,1,2
SynchronizedRandomAccessList,250,2056053273,4,2
SynchronizedRandomAccessList,250,3588964790,7,2
SynchronizedRandomAccessList,250,5148913612,10,2
CopyOnWriteArrayList,250,4690164928,1,2
CopyOnWriteArrayList,250,19931359869,4,2
CopyOnWriteArrayList,250,35025228079,7,2
CopyOnWriteArrayList,250,44028887454,10,2
ConcurrentHashMap,300,10350522,1,2
ConcurrentHashMap,300,1478563,4,2
ConcurrentHashMap,300,1937981,7,2
ConcurrentHashMap,300,2954884,10,2
SynchronizedMap,300,299723,1,2
SynchronizedMap,300,1002844,4,2
SynchronizedMap,300,1792694,7,2
SynchronizedMap,300,2683945,10,2
SynchronizedRandomAccessList,300,13724826417,1,2
SynchronizedRandomAccessList,300,1946238105,4,2
SynchronizedRandomAccessList,300,3779856568,7,2
SynchronizedRandomAccessList,300,5127745387,10,2
CopyOnWriteArrayList,300,4242201794,1,2
CopyOnWriteArrayList,300,30043898320,4,2
