impl,nthreads,snapshot,time,total,mem_heap_B,mem_heap_extra_B,mem_stacks_B
java,80,65,345677344,19422224.0,19346706,34102,41416
java,80,66,348971600,19422112.0,19347323,34181,40608
java,80,67,352265752,19444264.0,19366930,34478,42856
java,80,68,354519752,19465496.0,19389314,35278,40904
java,80,69,357813840,19488720.0,19407323,35893,45504
java,80,70,359454040,19660264.0,19542195,40485,77584
java,80,71,360907880,19856936.0,19694403,45677,116856
java,80,72,362391896,20055544.0,19846947,50893,157704
java,80,73,364168112,20256112.0,20003667,56205,196240
java,80,74,367462232,20008680.0,19843419,51101,114160
golang,100,0,0,0.0,0,0,0
golang,100,1,9978080,88416.0,2592,72,85752
golang,100,2,24867472,86800.0,2592,72,84136
golang,100,3,34322160,93984.0,3927,425,89632
golang,100,4,50836496,96912.0,3927,425,92560
golang,100,5,60966896,100240.0,3927,425,95888
golang,100,6,73991344,102240.0,3927,425,97888
golang,100,7,81736360,102632.0,3927,425,98280
golang,100,8,99208424,106312.0,3927,425,101960
golang,100,9,109339808,106032.0,3927,425,101680
golang,100,10,123973792,104848.0,3927,425,100496
golang,100,11,132979080,105320.0,3927,425,100968
golang,100,12,144541912,108584.0,3927,425,104232
golang,100,13,157212088,192024.0,3927,425,187672
golang,100,14,173812304,193008.0,3927,425,188656
golang,100,15,187092488,192024.0,3927,425,187672
golang,100,16,202762224,193040.0,3927,425,188688
golang,100,17,212722392,191976.0,3927,425,187624
golang,100,18,230026000,196000.0,3927,425,191648
golang,100,19,241750880,188256.0,3927,425,183904
golang,100,20,250544528,189104.0,3927,425,184752
golang,100,21,259338528,188640.0,3927,425,184288
golang,100,22,273995464,188472.0,3927,425,184120
golang,100,23,288652296,188184.0,3927,425,183832
golang,100,24,300377400,190856.0,3927,425,186504
golang,100,25,315490824,317272.0,3927,425,312920
golang,100,26,332092320,311648.0,3927,425,307296
golang,100,27,345373384,313448.0,3927,425,309096
golang,100,28,352013992,313864.0,3927,425,309512
golang,100,29,365295008,312800.0,3927,425,308448
golang,100,30,375255872,312944.0,3927,425,308592
golang,100,31,391573616,334144.0,3927,425,329792
golang,100,32,401533776,334464.0,3927,425,330112
golang,100,33,411494160,336336.0,3927,425,331984
golang,100,34,426434640,335136.0,3927,425,330784
golang,100,35,439061712,400672.0,3927,425,396320
golang,100,36,449021872,401888.0,3927,425,397536
golang,100,37,458982408,401560.0,3927,425,397208
golang,100,38,473923016,401848.0,3927,425,397496
golang,100,39,483883288,401560.0,3927,425,397208
golang,100,40,493418744,440232.0,3927,425,435880
golang,100,41,504065760,499424.0,3927,425,495072
golang,100,42,514026432,499424.0,3927,425,495072
golang,100,43,523987472,499712.0,3927,425,495360
golang,100,44,533948240,499424.0,3927,425,495072
golang,100,45,550785760,602608.0,3927,425,598256
golang,100,46,565726960,599248.0,3927,425,594896
golang,100,47,575687872,600000.0,3927,425,595648
golang,100,48,590629168,600768.0,3927,425,596416
golang,100,49,595609744,600480.0,3927,425,596128
golang,100,50,600590368,600480.0,3927,425,596128
golang,100,51,603241904,608816.0,3927,425,604464
golang,100,52,603368368,615072.0,3927,425,610720
golang,100,53,603496128,621328.0,3927,425,616976
golang,100,54,603619776,627584.0,3927,425,623232
golang,100,55,603702784,633904.0,3927,425,629552
golang,100,56,603767968,640384.0,3927,425,636032
golang,100,57,603833632,646912.0,3927,425,642560
golang,100,58,603898880,653440.0,3927,425,649088
golang,100,59,603964608,660016.0,3927,425,655664
golang,100,60,604032944,666768.0,3927,425,662416
golang,100,61,604100928,673568.0,3927,425,669216
golang,100,62,604169328,680368.0,3927,425,676016
golang,100,63,604237376,687216.0,3927,425,682864
golang,100,64,604308448,694240.0,3927,425,689888
golang,100,65,608275384,701528.0,3927,425,697176
java,100,0,0,0.0,0,0,0
java,100,1,5973552,31376.0,12152,416,18808
java,100,2,11630080,213424.0,182370,6734,24320
java,100,3,15557768,1279112.0,1243208,12528,23376
java,100,4,21907928,1277928.0,1243160,12520,22248
java,100,5,27802640,1280576.0,1243160,12520,24896
java,100,6,34204048,1374848.0,1339752,12920,22176
java,100,7,38966312,1769544.0,1731352,13496,24696
java,100,8,42469296,1795632.0,1757153,13711,24768
java,100,9,47898592,1840384.0,1801368,14264,24752
java,100,10,55479120,1860288.0,1820823,14753,24712
java,100,11,62435008,1877552.0,1838626,14982,23944
java,100,12,66848544,1896144.0,1856969,15319,23856
java,100,13,74913896,1909352.0,1868547,15685,25120
java,100,14,80845624,2959272.0,2920419,16677,22176
java,100,15,85046264,7154152.0,7115235,16741,22176
java,100,16,89646720,11743136.0,11704043,16933,22160
java,100,17,94111696,16202256.0,16163075,17005,22176
java,100,18,100497288,18326808.0,18283590,18682,24536
java,100,19,104784136,18328168.0,18284608,18896,24664
java,100,20,110147424,18341728.0,18286258,19366,36104
java,100,21,115508072,18349368.0,18295665,19447,34256
java,100,22,120866920,18351704.0,18296867,19605,35232
java,100,23,127298472,18395896.0,18337471,20129,38296
java,100,24,131585880,18391496.0,18338193,20255,33048
java,100,25,136946184,18403416.0,18353488,21360,28568
java,100,26,141233240,18425992.0,18371980,21612,32400
java,100,27,145522344,18434952.0,18380448,21672,32832
java,100,28,149713736,18486088.0,18423018,22062,41008
java,100,29,155074432,18488064.0,18432549,22147,33368
java,100,30,159363360,18491968.0,18437192,22312,32464
java,100,31,165795072,18492496.0,18438703,22601,31192
java,100,32,170082136,18498120.0,18439871,22785,35464
java,100,33,175442816,18500144.0,18449070,22874,28200
java,100,34,180802704,18503552.0,18451061,23131,29360
java,100,35,186601712,18518432.0,18460305,23351,34776
java,100,36,192401888,18516256.0,18461346,23710,31200
java,100,37,196268640,18518624.0,18462067,23821,32736
java,100,38,202068400,18518848.0,18463686,23994,31168
java,100,39,209801096,18529992.0,18472937,24159,32896
java,100,40,217533048,18534424.0,18474398,24370,35656
java,100,41,223332072,18539480.0,18475455,24633,39392
java,100,42,231063920,18549840.0,18484205,24795,40840
java,100,43,234932520,18557096.0,18493948,25044,38104
java,100,44,242664704,18590960.0,18528881,25383,36696
java,100,45,250398192,18598976.0,18537770,25478,35728
java,100,46,256197096,18600008.0,18538746,25662,35600
java,100,47,262730968,18884744.0,18813312,27168,44264
java,100,48,270462776,18950744.0,18879448,27344,43952
java,100,49,274334128,18950288.0,18889218,28286,32784
java,100,50,277837144,18999592.0,18930394,28590,40608
java,100,51,281340128,18970320.0,18905488,28784,36048
java,100,52,284843112,18970104.0,18906475,28909,34720
java,100,53,288346160,18988944.0,18922747,30253,35944
java,100,54,291849144,19014712.0,18933248,30544,50920
java,100,55,295353664,19010336.0,18934215,30585,45536
java,100,56,298857128,19015944.0,18934715,30669,50560
java,100,57,302360376,19018440.0,18935808,30792,51840
java,100,58,305863512,19033320.0,18946412,31196,55712
java,100,59,309366496,19027744.0,18948576,31368,47800
java,100,60,312869480,19029864.0,18949960,31616,48288
java,100,61,316372464,19027664.0,18950930,31870,44864
java,100,62,319875488,19028240.0,18951475,31965,44800
java,100,63,323378512,19041360.0,18967651,32141,41568
java,100,64,323439968,19074608.0,19000419,32149,42040
java,100,65,326942952,19133576.0,19051887,32473,49216
java,100,66,329188408,19273304.0,19199642,33102,40560
java,100,67,332691392,19379728.0,19301299,33645,44784
java,100,68,336194456,19376248.0,19302703,33825,39720
java,100,69,339697440,19386032.0,19304635,33917,47480
java,100,70,343200424,19388312.0,19305901,34067,48344
java,100,71,346703408,19389120.0,19314335,34057,40728
java,100,72,350206432,19405696.0,19332066,34318,39312
java,100,73,353710192,19415456.0,19341365,34667,39424
java,100,74,355512584,19480712.0,19406925,34715,39072
java,100,75,359015568,19615168.0,19540389,34835,39944
java,100,76,362518808,19638872.0,19558518,35442,44912
java,100,77,362972640,19676448.0,19590342,36530,49576
java,100,78,364460872,19874296.0,19742574,41730,89992
java,100,79,365956872,20073048.0,19898814,46986,127248
java,100,80,367715920,20275024.0,20054262,52362,168400
java,100,81,369231664,20477840.0,20213038,57746,207056
java,100,82,370817784,20682680.0,20373814,63250,245616
java,100,83,374320768,20337824.0,20142006,55762,140056
